nro_solicitud,periodo,categoria,prestacion,tipo,fecha_ingreso,hora_ingreso,distrito,urbanizacion,via,numero,referencia,canal,latitud,longitud,genero,estado
00009630/23,202312,Limpieza Pública,Vaciado de contenedor,Reclamo,2023-12-19,09:01:19,San Miguel,Pando,Av. Universitaria,849,,Línea telefónica,-12.076009,-77.101408,F,Cerrado
00009631/23,202312,Otros,Inconvenientes con el link del turno,Solicitud,2023-12-19,09:15:39,,,,,,Línea telefónica,,,F,Cerrado
00009632/23,202312,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-12-19,09:16:35,Pachacámac,Manchay,Av. Paul Poblet Lind,1199,,Facebook,-12.192751,-76.817072,F,Ingresado
00009633/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-19,09:45:52,Breña,Chacra Colorada,Av. Venezuela,2509,,Línea telefónica,-12.051,-77.051337,M,Cerrado
00009634/23,202312,Limpieza Pública,Reparación de contenedor,Solicitud,2023-12-19,09:46:37,San Juan de Lurigancho,Bayóvar,Jr. Los Amautas,948,,Facebook,-11.952959,-76.981166,F,Cerrado
00009635/23,202312,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-12-19,09:56:14,Santiago de Surco,La Capullana,Av. Primavera,307,,Presencial,-12.116684,-76.965813,F,Cerrado
00009636/23,202312,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-12-19,09:56:38,Carabayllo,Lucyana,Ca. Los Geranios,505,,Facebook,-11.814684,-77.019646,F,Cerrado
00009637/23,202312,Limpieza Pública,"Desratizar, desinsectar y desinfectar en vía pública",Solicitud,2023-12-19,10:23:04,San Isidro,Country Club,Ca. Los Libertadores,3899,,Línea telefónica,-12.104856,-77.033291,F,Cerrado
00009638/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-19,10:24:49,Chorrillos,Matellini,Av. Huaylas,4638,,Línea telefónica,-12.149378,-77.000106,F,Cerrado
00009639/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-19,10:34:15,Comas,Santa Luzmila,Av. Belaunde,2165,,X,-11.930596,-77.067339,F,Cerrado
00009640/23,202312,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-12-19,10:36:36,Surquillo,La Calera de la Merced,Av. Tomás Marsano,1030,,Línea telefónica,-12.109325,-77.004947,F,Cerrado
00009641/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-19,10:40:19,Comas,San Felipe,Av. Universitaria,1611,,Facebook,-11.944659,-77.053988,M,Cerrado
00009642/23,202312,Otros,Hidrolavado por grafitis/pegatinas,Solicitud,2023-12-19,10:40:30,Ate,Santa Clara,Av. José Carlos Mariátegui,2165,,Facebook,-12.052456,-76.906283,F,Cerrado
00009643/23,202312,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-12-19,11:02:41,Puente Piedra,Zapallal,Panamericana Norte,3774,,Línea telefónica,-11.85927,-77.103068,F,Cerrado
00009644/23,202312,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-12-19,11:03:09,San Martín de Porres,Palao,Av. Universitaria,1368,,Línea telefónica,-11.99218,-77.103834,F,Cerrado
00009645/23,202312,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-12-19,11:46:10,Villa María del Triunfo,José Carlos Mariátegui,Av. Pachacútec,4200,,Línea telefónica,-12.169867,-76.921245,M,Cerrado
00009646/23,202312,Otros,Consulta sobre la devolución de pago del trámite de licencia de conducir,Solicitud,2023-12-19,12:06:42,,,,,,Facebook,,,M,Cerrado
00009647/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-19,12:11:43,Comas,Año Nuevo,Ca. Los Incas,835,,Facebook,-11.951464,-77.039424,M,Cerrado
00009648/23,202312,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-12-19,12:13:42,Santa Anita,Cooperativa Universal,Av. Los Ruiseñores,217,,Facebook,-12.03424,-76.955323,M,Cerrado
00009649/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-19,12:17:03,Los Olivos,El Trébol,Av. Antúnez de Mayolo,3,,Facebook,-11.968752,-77.09301,M,Cerrado
00009650/23,202312,Limpieza Pública,Vaciado de contenedor,Reclamo,2023-12-19,12:20:56,Santiago de Surco,Valle Hermoso,Av. Tomás Marsano,34,,Línea telefónica,-12.128496,-76.971638,M,Cerrado
00009651/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-19,12:58:26,Comas,Año Nuevo,Ca. Los Incas,1375,,Línea telefónica,-11.90755,-77.071298,F,Cerrado
00009652/23,202312,Limpieza Pública,Mejora de barrido,Reclamo,2023-12-19,13:11:10,San Martín de Porres,Palao,Av. Canta Callao,4186,,X,-12.015241,-77.112404,M,Cerrado
00009653/23,202312,Limpieza Pública,Recolección de residuos fuera del contenedor,Solicitud,2023-12-19,13:14:59,Santiago de Surco,Higuereta,Av. Caminos del Inca,2783,,Línea telefónica,-12.158183,-77.009963,M,Cerrado
00009654/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-19,13:23:17,Independencia,Payet,Ca. Las Violetas,882,,X,-11.996325,-77.031323,M,Cerrado
00009655/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-19,13:50:57,San Juan de Lurigancho,Mangomarca,Av. Próceres de la Independencia,2210,,Facebook,-12.011272,-76.954688,F,Cerrado
00009656/23,202312,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-12-19,14:16:02,San Juan de Lurigancho,Zárate,Av. Las Flores de Primavera,3352,,Línea telefónica,-11.942388,-77.016316,F,Cerrado
00009657/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-19,14:21:21,El Agustino,Santoyo,Av. César Vallejo,1073,,Línea telefónica,-12.030202,-76.977766,M,Derivado
00009658/23,202312,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-12-19,14:49:00,San Juan de Miraflores,Pamplona Baja,Av. Pedro Miotta,2069,,Línea telefónica,-12.148285,-76.977853,M,Cerrado
00009659/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-19,15:04:25,Cercado de Lima,Palomino,Av. Abancay,1230,,Facebook,-12.031141,-77.032952,F,Cerrado
00009660/23,202312,Alumbrado Público,Reparación de luminaria por artefacto roto,Solicitud,2023-12-19,15:16:19,La Victoria,Apolo,Av. Aviación,1444,,Facebook,-12.065656,-77.03161,F,En proceso
00009661/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-19,15:22:49,Comas,Santa Luzmila,Av. Túpac Amaru,1905,,Facebook,-11.955709,-77.072161,M,Cerrado
00009662/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-19,15:35:03,La Molina,Santa Patricia,Ca. Los Tulipanes,5300,,Línea telefónica,-12.067468,-76.958412,F,Cerrado
00009663/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-19,15:41:41,Lurigancho-Chosica,Santa María,Av. Lima Sur,cdra. 9,al costado del parque zonal,X,-11.965656,-76.681911,M,Cerrado
00009664/23,202312,Limpieza Pública,Recolección de residuos fuera del contenedor,Solicitud,2023-12-19,15:51:16,Ate,Salamanca,Av. José Carlos Mariátegui,3551,,Facebook,-12.054636,-76.953636,F,Cerrado
00009665/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-19,16:09:13,Ate,Mayorazgo,Av. La Molina,3188,,Línea telefónica,-12.059453,-76.885379,F,En proceso
00009666/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-19,17:19:03,Independencia,Unificada,Av. Carlos Izaguirre,4873,,Facebook,-12.004787,-77.067575,F,Cerrado
00009667/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-19,17:31:28,Carabayllo,Lucyana,Av. Universitaria Norte,731,,X,-11.888984,-77.013616,M,Cerrado
00009668/23,202312,Otros,Acceso a la información pública,Solicitud,2023-12-19,17:36:20,,,,,,Facebook,,,F,Cerrado
00009669/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-19,18:11:58,San Juan de Miraflores,Pamplona Baja,Av. Los Héroes,3092,,Facebook,-12.169108,-76.972118,M,Cerrado
00009670/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-19,18:30:36,San Juan de Lurigancho,Canto Grande,Av. Fernando Wiesse,2311,,X,-12.010741,-77.048456,M,Cerrado
00009671/23,202312,Áreas Verdes,Problemas con intervenciones de arbolado,Reclamo,2023-12-19,18:32:02,San Luis,San Pablo,Jr. Las Moreras,6416,,Facebook,-12.068165,-76.990278,F,Ingresado
00009672/23,202312,Áreas Verdes,Problemas con intervenciones de arbolado,Reclamo,2023-12-19,18:48:03,Ate,Mayorazgo,Av. Nicolás Ayllón,828,,Línea telefónica,-11.986363,-76.89067,M,En proceso
00009673/23,202312,Alumbrado Público,Reparación de luminaria por artefacto roto,Solicitud,2023-12-19,19:15:23,Carabayllo,Torre Blanca,Av. Camino Real de Carabayllo,4099,,Línea telefónica,-11.856724,-77.01656,F,Cerrado
00009674/23,202312,Otros,Inconvenientes con la obtención de un turno en Centro de Salud u Hospital Público,Reclamo,2023-12-19,19:36:40,,,,,,Línea telefónica,,,F,Cerrado
00009675/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-19,19:38:17,Ate,Huaycán,Av. Prolongación Javier Prado,2995,,Facebook,-12.010779,-76.956898,M,Cerrado
00009676/23,202312,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-12-19,19:51:53,Chorrillos,Los Cedros de Villa,Av. Alameda Sur,3350,,Línea telefónica,-12.18553,-77.03172,M,Cerrado
00009677/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-19,19:53:18,Los Olivos,Parque Naranjal,Av. Antúnez de Mayolo,360,,X,-11.961886,-77.051179,M,Cerrado
00009678/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-19,19:53:40,Los Olivos,Pro,Av. Las Palmeras,3406,,Facebook,-11.981704,-77.06896,M,Cerrado
00009679/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-19,21:07:53,Ate,Valdiviezo,Av. José Carlos Mariátegui,2601,,X,-12.020669,-76.918708,M,Cerrado
00009680/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-19,22:07:09,San Martín de Porres,Naranjal,Av. Universitaria,1111,,X,-12.031058,-77.096995,M,Cerrado
00009681/23,202312,Áreas Verdes,Problemas con intervenciones de arbolado,Reclamo,2023-12-19,22:14:51,La Molina,Santa Patricia,Av. Los Constructores,928,,Facebook,-12.074629,-76.913464,M,En proceso
00009682/23,202312,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-12-20,07:09:50,Independencia,Ermitaño,Av. Carlos Izaguirre,908,,Facebook,-11.975806,-77.049361,M,Cerrado
00009683/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-20,07:17:38,Los Olivos,Parque Naranjal,Av. Antúnez de Mayolo,420,,Facebook,-11.982416,-77.05806,F,Cerrado
00009684/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-20,09:21:11,San Isidro,Country Club,Av. Javier Prado Oeste,421,,Facebook,-12.107683,-77.025237,F,Cerrado
00009685/23,202312,Alumbrado Público,Reparación de luminaria apagada durante la noche,Solicitud,2023-12-20,09:39:16,Carabayllo,Santa Isabel,Ca. Los Geranios,3620,,Facebook,-11.89318,-77.030757,F,Cerrado
00009686/23,202312,Áreas Verdes,Problemas con intervenciones de arbolado,Reclamo,2023-12-20,09:45:16,Ate,Mayorazgo,Av. Metropolitana,2468,,Línea telefónica,-12.058752,-76.935693,M,Ingresado
00009687/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-20,09:50:12,Villa María del Triunfo,Tablada de Lurín,Av. Salvador Allende,2356,,Línea telefónica,-12.181947,-76.901202,F,Cerrado
00009688/23,202312,Alumbrado Público,Reparación de luminaria apagada durante la noche,Solicitud,2023-12-20,09:51:54,Santa Anita,Los Ficus,Av. Huarochirí,5992,,Línea telefónica,-12.035256,-76.961922,F,Cerrado
00009689/23,202312,Otros,"Columna/poste/cable en mal estado, abandonado o cortado",Solicitud,2023-12-20,09:53:48,La Victoria,Balconcillo,Jr. Hipólito Unanue,4643,,Línea telefónica,-12.066454,-77.016033,M,Cerrado
00009690/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-20,09:58:40,Carabayllo,Torre Blanca,Av. San Felipe,2556,,Línea telefónica,-11.857507,-77.053884,F,Cerrado
00009691/23,202312,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-12-20,10:02:08,Cercado de Lima,Conde de la Vega,Av. Argentina,2612,,Facebook,-12.035778,-77.01893,No especificado,Cerrado
00009692/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-20,10:06:42,San Martín de Porres,Condevilla,Av. Perú,4842,,Facebook,-12.008911,-77.109432,M,Cerrado
00009693/23,202312,Limpieza Pública,Reparación de contenedor,Solicitud,2023-12-20,10:11:51,Ate,Valdiviezo,Av. Nicolás Ayllón,4300,,Línea telefónica,-12.040497,-76.947944,F,Cerrado
00009694/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-20,10:20:00,Santiago de Surco,Higuereta,Ca. Monte Bello,4816,,Facebook,-12.131731,-76.995818,M,Cerrado
00009695/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-20,10:31:55,Santa Anita,Los Ficus,Av. La Cultura,4551,,Línea telefónica,-12.052001,-76.970586,F,Cerrado
00009696/23,202312,Áreas Verdes,Falta de recolección de restos de poda de arbolado público,Solicitud,2023-12-20,10:38:09,San Martín de Porres,Naranjal,Av. Tomás Valle,1450,,X,-12.013952,-77.114163,F,Cerrado
00009697/23,202312,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-12-20,10:44:19,Villa María del Triunfo,César Vallejo,Av. 26 de Noviembre,2997,,X,-12.163745,-76.92982,F,Ingresado
00009698/23,202312,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-12-20,11:06:58,Ate,Valdiviezo,Ca. Los Cipreses,3713,,Línea telefónica,-12.02303,-76.909776,F,Cerrado
00009699/23,202312,Áreas Verdes,Problemas con intervenciones de arbolado,Reclamo,2023-12-20,11:20:36,Chorrillos,La Campiña,Ca. Los Laureles,1158,,Presencial,-12.189904,-76.997315,M,Cerrado
00009700/23,202312,Otros,Propuestas para la mejora en trámites,Reclamo,2023-12-20,11:26:22,Lurín,Km 40,Antigua Panamericana Sur,6351,,Línea telefónica,-12.249189,-76.856447,F,Cerrado
00009701/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-20,11:30:54,Cercado de Lima,Santa Beatriz,Jr. Áncash,6004,,Facebook,-12.058841,-77.055011,M,Cerrado
00009702/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-20,11:49:24,San Juan de Lurigancho,Campoy,Av. Fernando Wiesse,3188,,Facebook,-11.957662,-76.969604,F,Cerrado
00009703/23,202312,Limpieza Pública,Mejora de barrido,Reclamo,2023-12-20,12:08:18,Independencia,Tahuantinsuyo,Av. Los Pinos,4633,,Línea telefónica,-11.974751,-77.046811,F,Cerrado
00009704/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-20,12:18:47,Pueblo Libre,Los Cipreses,Av. La Marina,968,,X,-12.065935,-77.065288,M,Cerrado
00009705/23,202312,Limpieza Pública,Reparación de contenedor,Solicitud,2023-12-20,12:24:02,Comas,La Pascana,Av. Belaunde,1597,,Facebook,-11.954612,-77.022597,F,Cerrado
00009706/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-20,12:35:15,San Juan de Lurigancho,Bayóvar,Av. El Sol de Zárate,2419,,X,-11.942714,-77.008607,M,Cerrado
00009707/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-20,13:23:02,Puente Piedra,Laderas de Chillón,Av. San Juan de Dios,2982,,X,-11.859925,-77.083562,M,Cerrado
00009708/23,202312,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-12-20,13:26:09,San Juan de Lurigancho,Huáscar,Av. Las Flores de Primavera,2323,,Línea telefónica,-11.939701,-76.96659,F,Cerrado
00009709/23,202312,Otros,Consultas e inconvenientes con el curso del Sistema de Evaluación Permanente de Conductores-STD,Solicitud,2023-12-20,14:02:21,,,,,,X,,,F,Cerrado
00009710/23,202312,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-12-20,14:20:04,La Victoria,Matute,Av. Iquitos,3450,,Línea telefónica,-12.061699,-77.031263,F,Cerrado
00009711/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-20,14:34:28,Pachacámac,Paul Poblet,Av. Manchay,cdra. 44,a media cuadra de Ca. Los Álamos de Manchay,Facebook,-12.231697,-76.876783,F,Cerrado
00009712/23,202312,Limpieza Pública,Mejora de barrido,Reclamo,2023-12-20,15:23:38,San Juan de Lurigancho,Huáscar,Av. Las Flores de Primavera,843,,Presencial,-11.962657,-76.986614,M,Cerrado
00009713/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-20,15:28:58,San Juan de Lurigancho,Canto Grande,Av. Las Flores de Primavera,2221,,Facebook,-11.964052,-77.003117,M,Cerrado
00009714/23,202312,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-12-20,15:34:40,San Borja,San Borja Sur,Ca. Los Zorzales,1345,,X,-12.099404,-77.001452,F,Ingresado
00009715/23,202312,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-12-20,16:02:11,Chorrillos,Túpac Amaru,Av. Defensores del Morro,1765,,X,-12.159896,-77.033865,F,Cerrado
00009716/23,202312,Otros,Consulta de estado de expediente ante la Agencia de Protección Ambiental,Solicitud,2023-12-20,16:49:09,San Juan de Lurigancho,Huáscar,Av. Las Flores de Primavera,3001,,Facebook,-11.974677,-77.028467,M,Cerrado
00009717/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-20,17:27:11,Villa María del Triunfo,José Carlos Mariátegui,Av. Salvador Allende,1117,,X,-12.165289,-76.917448,M,Cerrado
00009718/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-20,17:46:14,El Agustino,Santoyo,Av. César Vallejo,3133,,X,-12.051563,-77.002863,M,Cerrado
00009719/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-20,17:50:02,San Juan de Miraflores,San Juanito,Ca. Las Turquesas,4723,,X,-12.177798,-76.967898,F,Cerrado
00009720/23,202312,Áreas Verdes,Extracción de árbol,Solicitud,2023-12-20,17:58:22,Santa Anita,Cooperativa Universal,Ca. Los Claveles,2074,,Línea telefónica,-12.051425,-76.96274,F,En proceso
00009721/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-20,18:20:32,Santiago de Surco,Sagitario,Av. Ayacucho,280,,Facebook,-12.14845,-77.010875,F,Cerrado
00009722/23,202312,Tránsito/Transporte,Taxi: Problemas durante el viaje,Reclamo,2023-12-20,19:12:59,,,,,,Línea telefónica,,,F,Derivado
00009723/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-20,20:12:05,Los Olivos,El Trébol,Av. Naranjal,4535,,Facebook,-11.967184,-77.048217,M,Cerrado
00009724/23,202312,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-12-20,20:31:12,Los Olivos,Covida,Av. Naranjal,4259,,Línea telefónica,-11.949901,-77.079623,M,Cerrado
00009725/23,202312,Limpieza Pública,Mejora de barrido,Reclamo,2023-12-20,21:15:54,San Juan de Lurigancho,Mangomarca,Jr. Los Amautas,4612,,X,-11.985055,-77.046192,M,Cerrado
00009726/23,202312,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-12-20,22:19:20,San Juan de Lurigancho,Campoy,Av. Fernando Wiesse,2615,,Facebook,-12.001068,-76.997142,F,Cerrado
00009727/23,202312,Alumbrado Público,Reparación de luminaria apagada durante la noche,Solicitud,2023-12-20,22:45:56,Chorrillos,San Genaro,Ca. Los Laureles,cdra. 44,a media cuadra de Av. Defensores del Morro,Facebook,-12.173721,-77.021502,M,En proceso
00009728/23,202312,Limpieza Pública,Mejora de barrido,Reclamo,2023-12-21,04:00:43,San Juan de Lurigancho,Canto Grande,Av. El Sol de Zárate,1722,,X,-12.028855,-76.975388,F,Cerrado
00009729/23,202312,Tránsito/Transporte,Auto en depósito,Solicitud,2023-12-21,06:16:46,Ate,Ceres,Ca. Los Cipreses,3960,,Facebook,-12.041896,-76.956233,F,Cerrado
00009730/23,202312,Limpieza Pública,Recolección de residuos fuera del contenedor,Solicitud,2023-12-21,08:27:38,Santa María del Mar,Playa Embajadores,Panamericana Sur,2824,,Línea telefónica,-12.398067,-76.784005,F,Cerrado
00009731/23,202312,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-12-21,08:29:59,San Juan de Lurigancho,Caja de Agua,Av. Las Flores de Primavera,cdra. 19,espalda del centro de salud,Facebook,-11.948782,-76.996981,F,Cerrado
